mode_rank,eigen_index,omega_sq,omega,Omega_FEM,Omega_exact,matched_m,matched_n,MAC,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct,relative_residual,residual_ok
516,516,7.609675617833042e11,872334.5469390193,2.882666434860905e6,3326.0566831671135,16,9,0.03666920655532962,0.0047,49.9977,49.9977,2.6917788130650194e-13,true
517,517,7.609675617833043e11,872334.5469390195,2.8826664348609056e6,2467.4011002723396,13,9,0.03408012125428293,0.0047,49.9977,49.9977,2.822092006656164e-13,true
518,518,7.631987817907715e11,873612.4894887729,2.886889450109793e6,394.78417604357435,2,6,0.023358525408612527,0.0967,49.9517,49.9517,5.299812602032726e-14,true
519,519,7.631987817907717e11,873612.4894887732,2.886889450109794e6,3326.0566831671135,16,9,0.03424322967309192,0.0967,49.9517,49.9517,4.403974472711033e-14,true
520,520,7.881651521470103e11,887786.6591400269,2.9337285936918827e6,394.78417604357435,6,2,0.034881348598718456,0.0031,49.9985,49.9985,3.361279065142645e-13,true
521,521,7.882081886938772e11,887810.8969222428,2.9338086884691613e6,3651.7536284030625,17,9,0.030966916136598053,0.0039,49.9980,49.9980,3.177239804940859e-13,true
522,522,7.90509153849528e11,889105.8170147848,2.938087806726825e6,394.78417604357435,6,2,0.03297637275229006,0.0967,49.9516,49.9516,4.729593890276223e-14,true
523,523,7.905401375801704e11,889123.2409402931,2.9381453848261936e6,3681.3624416063303,7,18,0.027804051115528312,0.0967,49.9516,49.9516,4.5549495739930074e-14,true
524,524,8.083489971044359e11,899082.3083035479,2.9710555444791736e6,3839.27611202376,10,17,0.02778497932324616,0.0027,49.9986,49.9986,3.91949368711577e-13,true
525,525,8.08348997104436e11,899082.3083035479,2.9710555444791736e6,3326.0566831671135,16,9,0.025553876293041077,0.0027,49.9986,49.9986,3.6607026782934407e-13,true
526,526,8.107655197777792e11,900425.1883292577,2.9754931483660564e6,3839.27611202376,10,17,0.027043807584415897,0.0968,49.9516,49.9516,4.739894674587464e-14,true
527,527,8.107655197777792e11,900425.1883292577,2.9754931483660564e6,3553.057584392169,6,18,0.018474288165309796,0.0968,49.9516,49.9516,5.008613925284408e-14,true
528,528,8.219937656229618e11,906638.7183564145,2.9960260213494045e6,1233.7005501361698,5,10,0.04274310815819496,0.0337,49.9835,49.9828,9.73443440764103e-14,true
529,529,8.219937656229622e11,906638.7183564147,2.9960260213494054e6,1776.5287921960844,12,6,0.0788588190127305,0.0337,49.9828,49.9835,1.0188338684540592e-13,true
530,530,8.22200617787825e11,906752.7875820537,2.9964029679338937e6,3207.6214303540414,6,17,0.05542881682619904,0.0019,49.9991,49.9991,4.262973743289331e-13,true
531,531,8.222392547143218e11,906774.0924366564,2.996473370727728e6,3207.6214303540414,6,17,0.028932628769943167,0.0026,49.9987,49.9987,4.678153461179084e-13,true
532,532,8.246767060124618e11,908117.121307853,3.000911466480823e6,2921.40290272245,14,10,0.030966727366496836,0.0968,49.9516,49.9516,4.607282994004085e-14,true
533,533,8.247046614530175e11,908132.5131570928,3.0009623294981476e6,3207.6214303540414,6,17,0.06436277774635166,0.0968,49.9516,49.9516,4.2471950908841995e-14,true
534,534,8.303339591273834e11,911226.6233640144,3.011186947645567e6,3020.0989467333434,15,9,0.043664713223609916,0.0019,49.9991,49.9989,5.032352274641505e-13,true
535,535,8.303339591273844e11,911226.623364015,3.0111869476455688e6,3020.0989467333434,15,9,0.03341677483280232,0.0019,49.9989,49.9991,5.332536169309026e-13,true
536,536,8.328362807037983e11,912598.6416293848,3.0157208400787823e6,493.4802200544679,1,7,0.030728559661431266,0.0968,49.9516,49.9516,4.564673064748984e-14,true
537,537,8.328362807037983e11,912598.6416293848,3.0157208400787823e6,3020.0989467333434,15,9,0.02680871053416163,0.0968,49.9516,49.9516,4.2022543994167494e-14,true
538,538,8.329870619728246e11,912681.2488337999,3.0159938190824003e6,493.4802200544679,1,7,0.051067565540308696,0.0007,49.9996,49.9996,7.895200000171574e-13,true
539,539,8.330057913490963e11,912691.5094099957,3.0160277255907534e6,3513.5791667878116,10,16,0.04120668433810026,0.0011,49.9995,49.9995,7.884597778641076e-13,true
540,540,8.355101139077256e11,914062.4234196073,3.0205579689640724e6,365.17536284030626,6,1,0.05021631149016014,0.0968,49.9516,49.9516,4.040792866194623e-14,true
541,541,8.355236369813207e11,914069.8206271338,3.020582413349455e6,3513.5791667878116,10,16,0.041514407738038626,0.0968,49.9516,49.9516,4.4374861077907114e-14,true
542,542,8.762451777144215e11,936079.6855580306,3.093314943655347e6,1549.5278909710291,6,11,0.025375175567376985,0.0136,49.9932,49.9932,1.4751261553292728e-13,true
543,543,8.763714837191583e11,936147.1485397787,3.0935378779341313e6,1549.5278909710291,6,11,0.017029374883056923,0.0177,49.9912,49.9912,1.2481383772633148e-13,true
544,544,8.773207389687557e11,936654.0124126709,3.0952128310568263e6,1342.2661985481527,6,10,0.02617357745535031,0.0532,49.9734,49.9734,7.266213878253931e-14,true
545,545,8.77408555675737e11,936700.8891186861,3.095367737116068e6,2220.6609902451055,12,9,0.033682176436388704,0.0542,49.9729,49.9729,7.390509595839665e-14,true
546,546,9.819595171171649e11,990938.7050252729,3.274598895577814e6,2615.44516628868,11,12,0.03031115544939311,0.0112,49.9944,49.9944,1.6104285073622502e-13,true
547,547,9.819595171171652e11,990938.705025273,3.2745988955778144e6,1776.5287921960844,12,6,0.02658541363423231,0.0112,49.9944,49.9944,1.3538636295101787e-13,true
548,548,9.83277414528099e11,991603.4562909203,3.276795594272984e6,2408.1834738658035,10,12,0.02549184516231296,0.0537,49.9731,49.9731,5.921422380177275e-14,true
549,549,9.832774145280995e11,991603.4562909205,3.276795594272985e6,602.0458684664509,5,6,0.024829598761692353,0.0537,49.9731,49.9731,6.4227651466491e-14,true
550,550,1.0182547591046587e12,1.0090861009372087e6,3.3345677335185246e6,1440.9622425590462,11,5,0.05745432916894047,0.0104,49.9948,49.9948,1.4233599210248156e-13,true
551,551,1.0186721772210386e12,1.0092929095267828e6,3.335251141256643e6,3099.0557819420583,17,5,0.02822178700388816,0.0260,49.9870,49.9870,8.914847492813271e-14,true
552,552,1.018993711074504e12,1.0094521836493812e6,3.3357774693365837e6,1440.9622425590462,11,5,0.06381714882034868,0.0345,49.9828,49.9828,7.729197906599001e-14,true
553,553,1.0192898759494382e12,1.0095988688332798e6,3.3362621967357215e6,2181.1825726407483,10,11,0.02743709006225349,0.0411,49.9794,49.9794,6.173795509523095e-14,true
554,554,1.0687968065537603e12,1.0338262941876455e6,3.4163227493266882e6,1510.0494733666717,12,3,0.014131319930607962,0.0074,49.9963,49.9963,1.7949156921302515e-13,true
555,555,1.0688645505478195e12,1.0338590573902322e6,3.4164310167164486e6,2408.1834738658035,10,12,0.023842422924484838,0.0091,49.9955,49.9955,1.3217705654378714e-13,true
556,556,1.0703417903390336e12,1.0345732406838259e6,3.418791065640345e6,2654.923583893037,10,13,0.021312137384119793,0.0537,49.9732,49.9732,6.144119777786182e-14,true
557,557,1.070386519848572e12,1.0345948578301421e6,3.4188625004153657e6,1667.9631437841015,12,5,0.02522721225822859,0.0538,49.9731,49.9731,5.2753971100423086e-14,true
558,558,1.138945979479921e12,1.0672141207273828e6,3.526654235379581e6,2408.1834738658035,12,10,0.04420102137231639,0.0061,49.9970,49.9970,1.6860026667933548e-13,true
559,559,1.1389459794799211e12,1.067214120727383e6,3.5266542353795813e6,2023.2689022233185,6,13,0.018771861910551232,0.0061,49.9970,49.9970,1.642293786504546e-13,true
560,560,1.1406542558417183e12,1.0680141646259746e6,3.529298014307033e6,2408.1834738658035,12,10,0.04380771179980448,0.0538,49.9731,49.9731,4.6341969039908934e-14,true
561,561,1.1406542558417188e12,1.0680141646259748e6,3.5292980143070333e6,888.2643960980422,9,3,0.021944634472007944,0.0538,49.9731,49.9731,4.299212710576662e-14,true
562,562,1.189367893045312e12,1.0905814472313896e6,3.603872554912952e6,2773.3588367061097,16,5,0.024100755843194245,0.0156,49.9922,49.9922,1.0603157069839398e-13,true
563,563,1.1893678930453125e12,1.0905814472313898e6,3.6038725549129527e6,1144.8741105263655,4,10,0.028793146448205062,0.0156,49.9922,49.9922,9.588124152498563e-14,true
564,564,1.1900365523625457e12,1.0908879650828245e6,3.60488545612742e6,1144.8741105263655,4,10,0.03487510889835113,0.0335,49.9832,49.9832,6.422773221738703e-14,true
565,565,1.1900365523625461e12,1.0908879650828247e6,3.604885456127421e6,3918.232947232475,19,6,0.03105696874391205,0.0335,49.9832,49.9832,6.215088805516224e-14,true
566,566,1.194426012013291e12,1.0928979879262708e6,3.6115276616945826e6,1756.7895833939058,13,3,0.020421773859668917,0.0041,49.9979,49.9979,1.9993990419275385e-13,true
567,567,1.194474644475644e12,1.0929202370144145e6,3.611601184748121e6,1510.0494733666717,12,3,0.021589042284082767,0.0051,49.9975,49.9975,1.8759210222728572e-13,true
568,568,1.1962807634322524e12,1.0937462061338783e6,3.614330634665317e6,2654.923583893037,13,10,0.02633800341334042,0.0538,49.9731,49.9731,5.07070009942755e-14,true
569,569,1.1963127961223599e12,1.093760849602124e6,3.614379024625969e6,2467.4011002723396,13,9,0.026957458022269086,0.0538,49.9731,49.9731,4.2803058796239276e-14,true
570,570,1.2372698744447517e12,1.1123263345101345e6,3.675729455351235e6,286.21852763159137,5,2,0.05142652643907298,0.0035,49.9982,49.9982,2.172415850866437e-13,true
571,571,1.2372698744447522e12,1.1123263345101348e6,3.675729455351236e6,444.1321980490211,3,6,0.032331763262767745,0.0035,49.9982,49.9982,1.933222897210163e-13,true
572,572,1.2392230362045635e12,1.1132039508574174e6,3.6786295757189025e6,523.089033257736,7,2,0.028264985457209263,0.0538,49.9731,49.9731,3.9313038792249764e-14,true
573,573,1.2392230362045637e12,1.1132039508574177e6,3.678629575718903e6,286.21852763159137,5,2,0.05376667866818783,0.0538,49.9731,49.9731,3.811017316721013e-14,true
574,574,1.263002012260497e12,1.1238336230334528e6,3.7137557773613255e6,1233.7005501361698,10,5,0.07204560593764822,0.0226,49.9887,49.9887,7.534768321824998e-14,true
575,575,1.2630020122604976e12,1.123833623033453e6,3.7137557773613264e6,1440.9622425590462,5,11,0.0543698785462278,0.0226,49.9887,49.9887,7.824646275901885e-14,true
576,576,1.2689661648593423e12,1.1264839834011588e6,3.722514005381849e6,3207.6214303540414,17,6,0.022744618039483692,0.0024,49.9988,49.9988,2.4299361027505977e-13,true
577,577,1.2690065264314634e12,1.1265018981037997e6,3.7225732052750257e6,3207.6214303540414,15,10,0.04081811911312402,0.0031,49.9985,49.9985,2.5841569017416547e-13,true
578,578,1.2710054827604856e12,1.1273887895311385e6,3.725503975537337e6,3207.6214303540414,6,17,0.022386152941739818,0.0538,49.9731,49.9731,3.736705574475182e-14,true
579,579,1.2710322576251973e12,1.1274006641940554e6,3.725543215863581e6,3207.6214303540414,15,10,0.04253005169886657,0.0538,49.9731,49.9731,4.2577082223399535e-14,true
580,580,1.2908068086511733e12,1.1361367913465232e6,3.754412117824948e6,809.3075608893273,9,1,0.035983987043723804,0.0022,49.9989,49.9989,3.2577036368037415e-13,true
581,581,1.2908068086511733e12,1.1361367913465232e6,3.754412117824948e6,2921.40290272245,14,10,0.04796395296665006,0.0022,49.9989,49.9989,2.9303787005467836e-13,true
582,582,1.2928937741324385e12,1.137054868567229e6,3.757445942861484e6,809.3075608893273,9,1,0.032888522253536806,0.0538,49.9731,49.9731,3.80920719029454e-14,true
583,583,1.2928937741324387e12,1.1370548685672292e6,3.757445942861485e6,2921.40290272245,14,10,0.038260993967915394,0.0538,49.9731,49.9731,4.150853381506631e-14,true
584,584,1.3035518958750317e12,1.1417319719947549e6,3.7729016291119154e6,3513.5791667878116,16,10,0.029446197147558015,0.0016,49.9992,49.9992,3.6480024922260624e-13,true
585,585,1.3035890239507556e12,1.1417482314200252e6,3.7729553590709562e6,2881.9244851180924,16,6,0.030371360209089204,0.0023,49.9989,49.9989,3.2486305058751743e-13,true
586,586,1.3056770765381545e12,1.1426622758007522e6,3.7759758574170787e6,365.17536284030626,1,6,0.030895219496485098,0.0538,49.9731,49.9731,3.886717694403298e-14,true
587,587,1.3057017715180322e12,1.1426730816458538e6,3.776011565789611e6,3513.5791667878116,16,10,0.019082624674998376,0.0538,49.9731,49.9731,3.750119676413642e-14,true
588,588,1.3077589840178708e12,1.1435729027997607e6,3.7789850628806604e6,493.4802200544679,7,1,0.045111971673035316,0.0009,49.9995,49.9995,5.268723083736187e-13,true
589,589,1.3077589840178713e12,1.143572902799761e6,3.7789850628806613e6,3720.840859210688,11,16,0.021010287647847497,0.0009,49.9995,49.9995,4.481815492582848e-13,true
590,590,1.3099004079003674e12,1.1445088063882983e6,3.782077795904258e6,3326.0566831671135,16,9,0.029207484165571142,0.0538,49.9731,49.9731,3.787074216611666e-14,true
591,591,1.309900407900368e12,1.1445088063882985e6,3.7820777959042587e6,493.4802200544679,7,1,0.04527698277646624,0.0538,49.9731,49.9731,3.779448350036725e-14,true
592,592,1.3329011602525137e12,1.1545133867792585e6,3.815138355283783e6,404.65378044466365,5,4,0.027325448148628275,0.0098,49.9951,49.9951,1.0860001888597618e-13,true
593,593,1.333020054163333e12,1.1545648765501804e6,3.8153085054112724e6,2388.4442650636247,11,11,0.040814956366723464,0.0127,49.9937,49.9937,8.386000291607898e-14,true
594,594,1.3338524419931135e12,1.1549252971483106e6,3.8164995305338106e6,493.4802200544679,5,5,0.030278041387892102,0.0333,49.9834,49.9834,5.709379049173744e-14,true
595,595,1.333931250161567e12,1.1549594149413074e6,3.8166122742249193e6,493.4802200544679,5,5,0.027815717253562907,0.0339,49.9830,49.9830,5.5724246160166816e-14,true
596,596,1.4510283100335098e12,1.2045863647051256e6,3.9806066303474307e6,1075.78687971874,3,10,0.023855298329424672,0.0082,49.9959,49.9959,1.0349639160851674e-13,true
597,597,1.45102831003351e12,1.2045863647051256e6,3.9806066303474307e6,1667.9631437841015,5,12,0.04078987253543099,0.0082,49.9959,49.9959,1.0068248156893302e-13,true
598,598,1.452175913952352e12,1.2050626182702507e6,3.9821804304124247e6,1075.78687971874,3,10,0.02075402795052843,0.0336,49.9832,49.9832,4.8955402637307663e-14,true
599,599,1.4521759139523523e12,1.2050626182702507e6,3.9821804304124247e6,1549.5278909710291,11,6,0.02503656608447158,0.0336,49.9832,49.9832,5.4108364677789675e-14,true
600,600,1.4745433779422957e12,1.214307777271601e6,4.0127314496649127e6,1352.1358029492421,4,11,0.032334225186340604,0.0077,49.9962,49.9962,1.2961613231822548e-13,true
601,601,1.474915785940754e12,1.214461109274708e6,4.013238141759474e6,2615.44516628868,11,12,0.03781297684370049,0.0177,49.9912,49.9912,6.678533584867523e-14,true
602,602,1.4752406268958323e12,1.214594840634453e6,4.0136800626983824e6,1352.1358029492421,4,11,0.036323566549749796,0.0238,49.9881,49.9881,6.036159077926246e-14,true
603,603,1.4754914798989233e12,1.2146981023690302e6,4.0140212954711933e6,1352.1358029492421,4,11,0.08755444332114398,0.0273,49.9863,49.9863,5.857699020347156e-14,true
604,604,1.5462934352970325e12,1.2435004765970267e6,4.109199960265209e6,1914.7032538113353,5,13,0.02480777286581263,0.0055,49.9972,49.9972,1.3817753009824587e-13,true
605,605,1.5463549793304077e12,1.2435252226353947e6,4.1092817345964555e6,1914.7032538113353,5,13,0.039972850852688833,0.0067,49.9966,49.9966,1.2217745316953253e-13,true
606,606,1.5476279687628142e12,1.24403696438764e6,4.1109728068779446e6,1914.7032538113353,5,13,0.062216660031457253,0.0336,49.9832,49.9832,5.0424565212800246e-14,true
607,607,1.547665956072876e12,1.2440522320517239e6,4.1110232595201656e6,1914.7032538113353,5,13,0.03219201682248624,0.0336,49.9832,49.9832,4.2359061740145167e-14,true
608,608,1.6217600194509956e12,1.2734834193859752e6,4.208279863840435e6,2862.1852763159136,11,13,0.03873180218030338,0.0046,49.9977,49.9977,1.483508549732136e-13,true
609,609,1.6217600194509956e12,1.2734834193859752e6,4.208279863840435e6,2289.748221052731,14,6,0.027759152091242457,0.0046,49.9977,49.9977,1.47247383545166e-13,true
610,610,1.6232221366772131e12,1.2740573521930687e6,4.210176449095117e6,2289.748221052731,14,6,0.036256846099499446,0.0336,49.9832,49.9832,3.8671045114327915e-14,true
611,611,1.6232221366772134e12,1.2740573521930687e6,4.210176449095117e6,2862.1852763159136,11,13,0.03877347008573939,0.0336,49.9832,49.9832,4.609465513614319e-14,true
612,612,1.6530858760966003e12,1.2857238724145244e6,4.248728958991721e6,404.65378044466365,4,5,0.03264366651104258,0.0112,49.9944,49.9944,8.899186762726592e-14,true
613,613,1.653085876096601e12,1.2857238724145247e6,4.248728958991722e6,1440.9622425590462,5,11,0.039760485702527736,0.0112,49.9944,49.9944,8.151021304521331e-14,true
614,614,1.6536613532050068e12,1.2859476479254537e6,4.24946843463964e6,315.82734083485946,4,4,0.04222912695551174,0.0225,49.9888,49.9888,6.609594532036204e-14,true
615,615,1.653661353205008e12,1.2859476479254542e6,4.249468434639641e6,1440.9622425590462,5,11,0.03764199940295212,0.0225,49.9888,49.9888,5.453419688511219e-14,true
616,616,1.679934814692112e12,1.29612299365921e6,4.283093295322653e6,3128.6645951453265,11,14,0.05020587432417032,0.0031,49.9984,49.9984,1.636877562375747e-13,true
617,617,1.6799789366101228e12,1.2961400142770545e6,4.283149540674776e6,3128.6645951453265,11,14,0.04235013910554821,0.0039,49.9981,49.9981,1.6587152323357256e-13,true
618,618,1.6815126835182222e12,1.2967315387227312e6,4.285104258243781e6,3128.6645951453265,11,14,0.048279266369404765,0.0336,49.9832,49.9832,4.541136156571984e-14,true
619,619,1.681539715904303e12,1.2967419619586247e6,4.2851387022679895e6,3128.6645951453265,11,14,0.04502516436723399,0.0336,49.9832,49.9832,3.703029786542768e-14,true
620,620,1.7228281043287263e12,1.3125654666829866e6,4.337428143412832e6,3089.186177540969,13,12,0.03815415260737237,0.0158,49.9921,49.9921,7.339325584550835e-14,true
621,621,1.7228281043287278e12,1.312565466682987e6,4.337428143412834e6,404.65378044466365,4,5,0.08759948858519083,0.0158,49.9921,49.9921,7.608306707572396e-14,true
622,622,1.723063702122253e12,1.3126552106788184e6,4.337724706245776e6,2289.748221052731,14,6,0.029318424078643233,0.0027,49.9986,49.9986,2.2449237741030221e-13,true
623,623,1.7230637021222534e12,1.3126552106788184e6,4.337724706245776e6,1460.701451361225,12,2,0.024211227737132742,0.0027,49.9986,49.9986,2.0859649897624256e-13,true
624,624,1.72471260284594e12,1.3132831388721701e6,4.339799721539885e6,3414.883122776918,11,15,0.025864159035458266,0.0336,49.9832,49.9832,3.883101019237675e-14,true
625,625,1.72471260284594e12,1.3132831388721701e6,4.339799721539885e6,1460.701451361225,12,2,0.025991645743962535,0.0336,49.9832,49.9832,3.343467924591003e-14,true
626,626,1.7527012348650732e12,1.3238962326651863e6,4.374871139213885e6,1026.4388577132931,2,10,0.05386816111528017,0.0019,49.9990,49.9990,2.9083692891795717e-13,true
627,627,1.7527385434864268e12,1.3239103230530482e6,4.374917701496998e6,2467.4011002723396,5,15,0.05160139163165215,0.0025,49.9987,49.9987,2.5458310162270216e-13,true
628,628,1.7544122700640422e12,1.3245422870048515e6,4.377006053125737e6,2467.4011002723396,5,15,0.052937315365702606,0.0336,49.9832,49.9832,4.164524147178901e-14,true
629,629,1.7544352598325044e12,1.3245509653586398e6,4.377034731113171e6,1026.4388577132931,2,10,0.0557945173299968,0.0336,49.9832,49.9832,3.570479867622807e-14,true
630,630,1.7700675236829597e12,1.3304388462770318e6,4.396491482832409e6,2773.3588367061097,5,16,0.029158134979110666,0.0019,49.9990,49.9990,2.734202637869955e-13,true
631,631,1.7700675236829602e12,1.330438846277032e6,4.39649148283241e6,2773.3588367061097,5,16,0.033278504359673076,0.0019,49.9990,49.9990,2.476857277203918e-13,true
632,632,1.7718033823024314e12,1.3310910495914363e6,4.398646716291563e6,2773.3588367061097,5,16,0.037525016377414795,0.0336,49.9832,49.9832,4.0033066409275e-14,true
633,633,1.7718033823024314e12,1.3310910495914363e6,4.398646716291563e6,2881.9244851180924,16,6,0.030557924772179324,0.0336,49.9832,49.9832,3.4632185137348766e-14,true
634,634,1.7757510331576123e12,1.3325730873605441e6,4.403544172831825e6,3720.840859210688,11,16,0.035037983656256176,0.0008,49.9996,49.9996,5.254437979448529e-13,true
635,635,1.775768811233277e12,1.332579757925685e6,4.403566215996687e6,256.6097144283233,5,1,0.055536601872774594,0.0011,49.9995,49.9995,3.5268758147620704e-13,true
636,636,1.7775173380791965e12,1.333235664869192e6,4.405733688254979e6,3720.840859210688,11,16,0.033018859564836786,0.0336,49.9832,49.9832,3.847525854556399e-14,true
637,637,1.7775282849002825e12,1.3332397702215016e6,4.40574725456546e6,3720.840859210688,11,16,0.05655215550983507,0.0336,49.9832,49.9832,3.6673269366129886e-14,true
638,638,1.7995535317343882e12,1.3414743872822872e6,4.432958895200757e6,1667.9631437841015,12,5,0.026990882474443315,0.0072,49.9964,49.9964,9.161689938972161e-14,true
639,639,1.7996595250737874e12,1.3415138929857519e6,4.433089443470067e6,1914.7032538113353,13,5,0.03753761296794803,0.0093,49.9954,49.9954,8.85512080675705e-14,true
640,640,1.800365352366341e12,1.3417769383792304e6,4.433958688107101e6,1667.9631437841015,12,5,0.07465271262005149,0.0223,49.9888,49.9888,6.160292875849555e-14,true
641,641,1.8004326384097783e12,1.3418020116283095e6,4.434041543719992e6,1914.7032538113353,13,5,0.028312009130054792,0.0227,49.9887,49.9887,5.395313575110447e-14,true
642,642,1.917867214641292e12,1.3848708295871106e6,4.5763642756977845e6,1352.1358029492421,11,4,0.03254303640413245,0.0061,49.9969,49.9969,1.0701180482558163e-13,true
643,643,1.917867214641292e12,1.3848708295871106e6,4.5763642756977845e6,1352.1358029492421,11,4,0.03437858525443606,0.0061,49.9969,49.9969,1.0470441283977907e-13,true
644,644,1.918835271529278e12,1.3852202971113578e6,4.57751910592405e6,3444.491935980186,18,5,0.04810122828460719,0.0225,49.9887,49.9887,4.9551436542433186e-14,true
645,645,1.9188352715292788e12,1.385220297111358e6,4.577519105924051e6,1579.1367041742974,12,4,0.030176950983270667,0.0225,49.9887,49.9887,5.0296069629369334e-14,true
646,646,1.930762662464908e12,1.3895188600608874e6,4.591723889141941e6,2862.1852763159136,13,11,0.0191774991504427,0.0058,49.9971,49.9971,9.282826128361482e-14,true
647,647,1.9310831462489739e12,1.3896341771304323e6,4.592104959279436e6,789.5683520871487,8,4,0.028387021480564035,0.0126,49.9937,49.9937,7.006430219526169e-14,true
648,648,1.9313759958560417e12,1.3897395424524848e6,4.592453143446101e6,493.4802200544679,5,5,0.03740731149674526,0.0168,49.9916,49.9916,5.3534673349855796e-14,true
649,649,1.9315825534070576e12,1.3898138556681098e6,4.592698714612692e6,2842.446067513735,12,12,0.035809285638485205,0.0189,49.9906,49.9906,4.998080086432901e-14,true
650,650,2.0114558183400078e12,1.418258022483923e6,4.68669366785081e6,1756.7895833939058,13,3,0.035946513905911234,0.0041,49.9979,49.9979,1.0615241945090094e-13,true
651,651,2.01150991242125e12,1.4182770929621793e6,4.686756687053431e6,3809.6672988204923,19,5,0.031282578013371413,0.0051,49.9975,49.9975,1.0849435286212899e-13,true
652,652,2.0125745965254875e12,1.41865238748803e6,4.68799686369971e6,3809.6672988204923,19,5,0.04020045689485706,0.0225,49.9888,49.9888,4.338786031383651e-14,true
653,653,2.0126060922061272e12,1.4186634880076838e6,4.688033545836774e6,3809.6672988204923,19,5,0.05570726605468667,0.0225,49.9887,49.9887,4.061445104354444e-14,true
654,654,2.083703108667734e12,1.443503761223965e6,4.770119280128292e6,286.21852763159137,5,2,0.02757787445752493,0.0035,49.9983,49.9983,1.4280774327632077e-13,true
655,655,2.083703108667734e12,1.443503761223965e6,4.770119280128292e6,286.21852763159137,5,2,0.06175679780784001,0.0035,49.9983,49.9983,1.483093985330093e-13,true
656,656,2.084918809923473e12,1.4439247937214295e6,4.771510599837783e6,286.21852763159137,5,2,0.06950712223492368,0.0225,49.9887,49.9887,4.277212275412826e-14,true
657,657,2.0849188099234731e12,1.4439247937214295e6,4.771510599837783e6,2467.4011002723396,15,5,0.04378378247386332,0.0225,49.9887,49.9887,4.482456626052643e-14,true
658,658,2.102295022450083e12,1.4499293163634161e6,4.791352799069894e6,404.65378044466365,5,4,0.061544996037935826,0.0082,49.9959,49.9959,8.264727207809948e-14,true
659,659,2.1022950224500842e12,1.4499293163634164e6,4.7913527990698945e6,3089.186177540969,13,12,0.024919078135897544,0.0082,49.9959,49.9959,7.836033023385246e-14,true
660,660,2.1027767004314402e12,1.4500954108028342e6,4.791901665175458e6,3720.840859210688,19,4,0.03757502907922857,0.0157,49.9921,49.9921,5.639717996891359e-14,true
661,661,2.1027767004314407e12,1.4500954108028342e6,4.791901665175458e6,404.65378044466365,4,5,0.022469872001614544,0.0157,49.9921,49.9921,5.80565089884688e-14,true
662,662,2.1371787572088635e12,1.4619092848767545e6,4.830941112114781e6,3207.6214303540414,10,15,0.021481147340845632,0.0024,49.9988,49.9988,1.585591371721163e-13,true
663,663,2.137218042557717e12,1.461922721130538e6,4.830985512784143e6,3809.6672988204923,19,5,0.029009274592982873,0.0030,49.9985,49.9985,1.7132687106969386e-13,true
664,664,2.1384824784699302e12,1.4623551136676515e6,4.832414372225506e6,3099.0557819420583,17,5,0.04351506081181602,0.0225,49.9887,49.9887,3.8723912406029163e-14,true
665,665,2.1385051185446057e12,1.462362854610512e6,4.83243995249885e6,3809.6672988204923,19,5,0.024509131476912423,0.0225,49.9887,49.9887,3.2146412799062306e-14,true
666,666,2.1648473485609631e12,1.471342022971193e6,4.8621119944202965e6,3089.186177540969,13,12,0.061867163682722666,0.0113,49.9943,49.9943,6.071364565668192e-14,true
667,667,2.1648473485609648e12,1.4713420229711938e6,4.862111994420298e6,404.65378044466365,5,4,0.020644718201658942,0.0113,49.9943,49.9943,6.596533327248554e-14,true
668,668,2.1740016215958706e12,1.4744495995441386e6,4.872381112744251e6,2773.3588367061097,16,5,0.020431442684908832,0.0022,49.9989,49.9989,1.9866926095507148e-13,true
669,669,2.1740016215958708e12,1.4744495995441386e6,4.872381112744251e6,2575.9667486843223,6,15,0.03504340776124938,0.0022,49.9989,49.9989,1.8767715630854998e-13,true
670,670,2.1753520337812083e12,1.4749074661758305e6,4.873894152409426e6,2467.4011002723396,15,5,0.020440778485614364,0.0225,49.9887,49.9887,3.9632605179516963e-14,true
671,671,2.1753520337812085e12,1.4749074661758305e6,4.873894152409426e6,1233.7005501361698,2,11,0.04444063947067896,0.0225,49.9887,49.9887,3.446162558622577e-14,true
672,672,2.195512303823851e12,1.48172612308208e6,4.896426692778771e6,1204.0917369329018,1,11,0.030695466293283315,0.0017,49.9992,49.9992,2.1681575083783357e-13,true
673,673,2.195546669075829e12,1.4817377193943027e6,4.896465013283364e6,3099.0557819420583,17,5,0.03037309404352011,0.0022,49.9989,49.9989,2.152461486929242e-13,true
674,674,2.1969022755389226e12,1.482195086869108e6,4.897976403463479e6,2773.3588367061097,16,5,0.03500000899807994,0.0225,49.9887,49.9887,4.0550640320155506e-14,true
675,675,2.1969221294862961e12,1.4822017843351478e6,4.8979985355235e6,2773.3588367061097,16,5,0.030347342977230896,0.0225,49.9887,49.9887,3.661062868220734e-14,true
676,676,2.202593882285384e12,1.484113837374136e6,4.904316995724929e6,1204.0917369329018,1,11,0.03649991344206,0.0009,49.9995,49.9995,3.361842330567138e-13,true
677,677,2.2025938822853843e12,1.4841138373741363e6,4.9043169957249295e6,1204.0917369329018,1,11,0.02700269482976671,0.0009,49.9995,49.9995,3.3151894443497303e-13,true
678,678,2.2040074918393066e12,1.48459000799524e6,4.905890521697893e6,2773.3588367061097,16,5,0.037048387464831196,0.0225,49.9887,49.9887,4.57611307966261e-14,true
